ORTHO,PHON,GPMATCH
curieuses,kyRj9z,(c-k.u-y.r-R.i-j.eu-9.s-z.e-#.s-#)
curieux,kyRj9,(c-k.u-y.r-R.i-j.eu-9.x-#)
curieux,kyRj9,(c-k.u-y.r-R.i-j.eu-9.x-#)
curiosité,kyRjOzite,(c-k.u-y.r-R.i-j.o-O.s-z.i-i.t-t.é-e)
curiosités,kyRjOzite,(c-k.u-y.r-R.i-j.o-O.s-z.i-i.t-t.é-e.s-#)
curistes,kyRist%,(c-k.u-y.r-R.i-i.s-s.t-t.e-%.s-#)
curry,kyRi,(c-k.u-y.rr-R.y-i)
curseur,kyRs9R,(c-k.u-y.r-R.s-s.eu-9.r-R)
cursive,kyRsiv,(c-k.u-y.r-R.s-s.i-i.v-v.e-#)
cursives,kyRsiv,(c-k.u-y.r-R.s-s.i-i.v-v.e-#.s-#)
curvimètre,kyRvimEtR%,(c-k.u-y.r-R.v-v.i-i.m-m.è-E.t-t.r-R.e-%)
cutané,kytane,(c-k.u-y.t-t.a-a.n-n.é-e)
cutter,kytER,(c-k.u-y.tt-t.er-ER)
cuve,kyv,(c-k.u-y.v-v.e-#)
cuveau,kyvO,(c-k.u-y.v-v.eau-O)
cuveaux,kyvO,(c-k.u-y.v-v.eau-O.x-#)
cuves,kyv,(c-k.u-y.v-v.e-#.s-#)
cuvette,kyvEt,(c-k.u-y.v-v.e-E.tt-t.e-#)
cyclable,siklabl%,(c-s.y-i.c-k.l-l.a-a.b-b.l-l.e-%)
cyclamen,siklamEn,(c-s.y-i.c-k.l-l.a-a.m-m.en-En)
cycle,sikl%,(c-s.y-i.c-k.l-l.e-%)
cycles,sikl%,(c-s.y-i.c-k.l-l.e-%.s-#)
cyclisme,siklism%,(c-s.y-i.c-k.l-l.i-i.s-s.m-m.e-%)
cycliste,siklist%,(c-s.y-i.c-k.l-l.i-i.s-s.t-t.e-%)
cycliste,siklist%,(c-s.y-i.c-k.l-l.i-i.s-s.t-t.e-%)
cyclistes,siklist%,(c-s.y-i.c-k.l-l.i-i.s-s.t-t.e-%.s-#)
cyclistes,siklist%,(c-s.y-i.c-k.l-l.i-i.s-s.t-t.e-%.s-#)
cyclomoteurs,siklOmot9R,(c-s.y-i.c-k.l-l.o-O.m-m.o-o.t-t.eu-9.r-R.s-#)
cyclomotoristes,siklOmotoRist%,(c-s.y-i.c-k.l-l.o-O.m-m.o-o.t-t.o-o.r-R.i-i.s-s.t-t.e-%.s-#)
cyclone,siklOn,(c-s.y-i.c-k.l-l.o-O.n-n.e-#)
cyclones,siklOn,(c-s.y-i.c-k.l-l.o-O.n-n.e-#.s-#)
cyclope,siklop,(c-s.y-i.c-k.l-l.o-o.p-p.e-#)
cyclopes,siklop,(c-s.y-i.c-k.l-l.o-o.p-p.e-#.s-#)
cyclopes,siklop,(c-s.y-i.c-k.l-l.o-o.p-p.e-#.s-#)
cyclotourisme,siklOtuRism%,(c-s.y-i.c-k.l-l.o-O.t-t.ou-u.r-R.i-i.s-s.m-m.e-%)
cygne,siN,(c-s.y-i.gn-N.e-#)
cygnes,siN,(c-s.y-i.gn-N.e-#.s-#)
cylindre,sil5dR%,(c-s.y-i.l-l.in-5.d-d.r-R.e-%)
cylindres,sil5dR%,(c-s.y-i.l-l.in-5.d-d.r-R.e-%.s-#)
cylindrique,sil5dRik,(c-s.y-i.l-l.in-5.d-d.r-R.i-i.qu-k.e-#)
cymbale,s5bal,(c-s.ym-5.b-b.a-a.l-l.e-#)
cymbales,s5bal,(c-s.ym-5.b-b.a-a.l-l.e-#.s-#)
cynique,sinik,(c-s.y-i.n-n.i-i.qu-k.e-#)
cynisme,sinism%,(c-s.y-i.n-n.i-i.s-s.m-m.e-%)
cyprès,sipRE,(c-s.y-i.p-p.r-R.è-E.s-#)
cyrano,siRano,(c-s.y-i.r-R.a-a.n-n.o-o)
cyril,siRil,(c-s.y-i.r-R.i-i.l-l)
cytise,sitiz,(c-s.y-i.t-t.i-i.s-z.e-#)
dacron,dakR§,(d-d.a-a.c-k.r-R.on-§)
dactylo,daktilO,(d-d.a-a.c-k.t-t.y-i.l-l.o-O)
dadas,dada,(d-d.a-a.d-d.a-a.s-#)
dagobert,dagObER,(d-d.a-a.g-g.o-O.b-b.e-E.r-R.t-#)
dague,dag,(d-d.a-a.gu-g.e-#)
daguet,dagE,(d-d.a-a.gu-g.e-E.t-#)
dahlia,dalja,(d-d.a-a.h-#.l-l.i-j.a-a)
dahlias,dalja,(d-d.a-a.h-#.l-l.i-j.a-a.s-#)
daigna,dENa,(d-d.ai-E.gn-N.a-a)
daignant,dEN@,(d-d.ai-E.gn-N.an-@.t-#)
daignât,dENa,(d-d.ai-E.gn-N.â-a.t-#)
daigne,dEN,(d-d.ai-E.gn-N.e-#)
daigneras,dEN%Ra,(d-d.ai-E.gn-N.e-%.r-R.a-a.s-#)
daim,d5,(d-d.aim-5)
daims,d5,(d-d.aim-5.s-#)
dais,dE,(d-d.ai-E.s-#)
daisy,dezi,(d-d.ai-e.s-z.y-i)
dakar,dakaR,(d-d.a-a.k-k.a-a.r-R)
dallage,dalaZ,(d-d.a-a.ll-l.a-a.g-Z.e-#)
dalle,dal,(d-d.a-a.ll-l.e-#)
daller,dale,(d-d.a-a.ll-l.er-e)
dalles,dal,(d-d.a-a.ll-l.e-#.s-#)
dalmatien,dalmasj5,(d-d.a-a.l-l.m-m.a-a.t-s.i-j.en-5)
dalton,dalton,(d-d.a-a.l-l.t-t.on-on)
damas,dama,(d-d.a-a.m-m.a-a.s-#)
dame,dam,(d-d.a-a.m-m.e-#)
damées,dame,(d-d.a-a.m-m.é-e.e-#.s-#)
dames,dam,(d-d.a-a.m-m.e-#.s-#)
damien,damj5,(d-d.a-a.m-m.i-j.en-5)
damier,damje,(d-d.a-a.m-m.i-j.er-e)
damiers,damje,(d-d.a-a.m-m.i-j.er-e.s-#)
damnation,dAnasj§,(d-d.a-A.m-#.n-n.a-a.t-s.i-j.on-§)
damné,dAne,(d-d.a-A.m-#.n-n.é-e)
damnée,dAne,(d-d.a-A.m-#.n-n.é-e.e-#)
damnées,dAne,(d-d.a-A.m-#.n-n.é-e.e-#.s-#)
damnés,dAne,(d-d.a-A.m-#.n-n.é-e.s-#)
dan,dan,(d-d.an-an)
dancing,d@siG,(d-d.an-@.c-s.i-i.ng-G)
dandinait,d@dinE,(d-d.an-@.d-d.i-i.n-n.ai-E.t-#)
dandinant,d@din@,(d-d.an-@.d-d.i-i.n-n.an-@.t-#)
dandine,d@din,(d-d.an-@.d-d.i-i.n-n.e-#)
dandiner,d@dine,(d-d.an-@.d-d.i-i.n-n.er-e)
dandys,d@di,(d-d.an-@.d-d.y-i.s-#)
danemark,danmaRk,(d-d.a-a.n-n.e-#.m-m.a-a.r-R.k-k)
danger,d@Ze,(d-d.an-@.g-Z.er-e)
dangereuse,d@ZR9z,(d-d.an-@.g-Z.e-#.r-R.eu-9.s-z.e-#)
dangereusement,d@ZR9zm@,(d-d.an-@.g-Z.e-#.r-R.eu-9.s-z.e-#.m-m.en-@.t-#)
dangereuses,d@ZR9z,(d-d.an-@.g-Z.e-#.r-R.eu-9.s-z.e-#.s-#)
dangereux,d@ZR9,(d-d.an-@.g-Z.e-#.r-R.eu-9.x-#)
dangers,d@Ze,(d-d.an-@.g-Z.er-e.s-#)
daniel,danjEl,(d-d.a-a.n-n.i-j.e-E.l-l)
danny,dani,(d-d.a-a.nn-n.y-i)
danois,danwa,(d-d.a-a.n-n.oi-wa.s-#)
danois,danwa,(d-d.a-a.n-n.oi-wa.s-#)
danoise,danwaz,(d-d.a-a.n-n.oi-wa.s-z.e-#)
danone,danon,(d-d.a-a.n-n.o-o.n-n.e-#)
dans,d@,(d-d.an-@.s-#)
dansa,d@sa,(d-d.an-@.s-s.a-a)
dansaient,d@sE,(d-d.an-@.s-s.ai-E.e-#.n-#.t-#)
dansais,d@sE,(d-d.an-@.s-s.ai-E.s-#)
dansait,d@sE,(d-d.an-@.s-s.ai-E.t-#)
dansant,d@s@,(d-d.an-@.s-s.an-@.t-#)
dansant,d@s@,(d-d.an-@.s-s.an-@.t-#)
dansante,d@s@t,(d-d.an-@.s-s.an-@.t-t.e-#)
dansantes,d@s@t,(d-d.an-@.s-s.an-@.t-t.e-#.s-#)
danse,d@s,(d-d.an-@.s-s.e-#)
danse,d@s,(d-d.an-@.s-s.e-#)
dansé,d@se,(d-d.an-@.s-s.é-e)
dansent,d@s,(d-d.an-@.s-s.e-#.n-#.t-#)
danser,d@se,(d-d.an-@.s-s.er-e)
dansera,d@sRa,(d-d.an-@.s-s.e-#.r-R.a-a)
danserai,d@sRE,(d-d.an-@.s-s.e-#.r-R.ai-E)
danseras,d@sRa,(d-d.an-@.s-s.e-#.r-R.a-a.s-#)
dansèrent,d@sER,(d-d.an-@.s-s.è-E.r-R.e-#.n-#.t-#)
danserez,d@sRe,(d-d.an-@.s-s.e-#.r-R.ez-e)
danserons,d@sR§,(d-d.an-@.s-s.e-#.r-R.on-§.s-#)
danseront,d@sR§,(d-d.an-@.s-s.e-#.r-R.on-§.t-#)
danses,d@s,(d-d.an-@.s-s.e-#.s-#)
danses,d@s,(d-d.an-@.s-s.e-#.s-#)
danseur,d@s9R,(d-d.an-@.s-s.eu-9.r-R)
danseurs,d@s9R,(d-d.an-@.s-s.eu-9.r-R.s-#)
danseuse,d@s9z,(d-d.an-@.s-s.eu-9.s-z.e-#)
danseuses,d@s9z,(d-d.an-@.s-s.eu-9.s-z.e-#.s-#)
dansez,d@se,(d-d.an-@.s-s.ez-e)
dansiez,d@sje,(d-d.an-@.s-s.i-j.ez-e)
dansions,d@sj§,(d-d.an-@.s-s.i-j.on-§.s-#)
dansons,d@s§,(d-d.an-@.s-s.on-§.s-#)
dard,daR,(d-d.a-a.r-R.d-#)
dardait,daRdE,(d-d.a-a.r-R.d-d.ai-E.t-#)
dards,daR,(d-d.a-a.r-R.d-#.s-#)
datait,datE,(d-d.a-a.t-t.ai-E.t-#)
datant,dat@,(d-d.a-a.t-t.an-@.t-#)
date,dat,(d-d.a-a.t-t.e-#)
date,dat,(d-d.a-a.t-t.e-#)
daté,date,(d-d.a-a.t-t.é-e)
datées,date,(d-d.a-a.t-t.é-e.e-#.s-#)
datent,dat,(d-d.a-a.t-t.e-#.n-#.t-#)
dates,dat,(d-d.a-a.t-t.e-#.s-#)
datés,date,(d-d.a-a.t-t.é-e.s-#)
datte,dat,(d-d.a-a.tt-t.e-#)
dattes,dat,(d-d.a-a.tt-t.e-#.s-#)
dattiers,datje,(d-d.a-a.tt-t.i-j.er-e.s-#)
daube,dOb,(d-d.au-O.b-b.e-#)
daubes,dOb,(d-d.au-O.b-b.e-#.s-#)
daudet,dOdE,(d-d.au-O.d-d.e-E.t-#)
dauphin,dOf5,(d-d.au-O.ph-f.in-5)
dauphin,dOf5,(d-d.au-O.ph-f.in-5)
dauphine,dOfin,(d-d.au-O.ph-f.i-i.n-n.e-#)
dauphiné,dOfine,(d-d.au-O.ph-f.i-i.n-n.é-e)
dauphins,dOf5,(d-d.au-O.ph-f.in-5.s-#)
daurades,dORad,(d-d.au-O.r-R.a-a.d-d.e-#.s-#)
davantage,dav@taZ,(d-d.a-a.v-v.an-@.t-t.a-a.g-Z.e-#)
david,david,(d-d.a-a.v-v.i-i.d-d)
de,d%,(d-d.e-%)
dé,de,(d-d.é-e)
déambulaient,de@bylE,(d-d.é-e.am-@.b-b.u-y.l-l.ai-E.e-#.n-#.t-#)
déambulait,de@bylE,(d-d.é-e.am-@.b-b.u-y.l-l.ai-E.t-#)
déambulant,de@byl@,(d-d.é-e.am-@.b-b.u-y.l-l.an-@.t-#)
déambulations,de@bylasj§,(d-d.é-e.am-@.b-b.u-y.l-l.a-a.t-s.i-j.on-§.s-#)
déambule,de@byl,(d-d.é-e.am-@.b-b.u-y.l-l.e-#)
déambulent,de@byl,(d-d.é-e.am-@.b-b.u-y.l-l.e-#.n-#.t-#)
déambuler,de@byle,(d-d.é-e.am-@.b-b.u-y.l-l.er-e)
débâcle,debAkl%,(d-d.é-e.b-b.â-A.c-k.l-l.e-%)
déballage,debalaZ,(d-d.é-e.b-b.a-a.ll-l.a-a.g-Z.e-#)
déballe,debal,(d-d.é-e.b-b.a-a.ll-l.e-#)
déballé,debale,(d-d.é-e.b-b.a-a.ll-l.é-e)
déballer,debale,(d-d.é-e.b-b.a-a.ll-l.er-e)
déballés,debale,(d-d.é-e.b-b.a-a.ll-l.é-e.s-#)
débandade,deb@dad,(d-d.é-e.b-b.an-@.d-d.a-a.d-d.e-#)
débandades,deb@dad,(d-d.é-e.b-b.an-@.d-d.a-a.d-d.e-#.s-#)
débanderons,deb@dR§,(d-d.é-e.b-b.an-@.d-d.e-#.r-R.on-§.s-#)
débarbouillait,debaRbujE,(d-d.é-e.b-b.a-a.r-R.b-b.ou-u.ill-j.ai-E.t-#)
débarbouille,debaRbuj,(d-d.é-e.b-b.a-a.r-R.b-b.ou-u.ill-j.e-#)
débarbouillé,debaRbuje,(d-d.é-e.b-b.a-a.r-R.b-b.ou-u.ill-j.é-e)
débarbouillée,debaRbuje,(d-d.é-e.b-b.a-a.r-R.b-b.ou-u.ill-j.é-e.e-#)
débarbouiller,debaRbuje,(d-d.é-e.b-b.a-a.r-R.b-b.ou-u.ill-j.er-e)
débarcadère,debaRkadER,(d-d.é-e.b-b.a-a.r-R.c-k.a-a.d-d.è-E.r-R.e-#)
débarqua,debaRka,(d-d.é-e.b-b.a-a.r-R.qu-k.a-a)
débarquait,debaRkE,(d-d.é-e.b-b.a-a.r-R.qu-k.ai-E.t-#)
débarquant,debaRk@,(d-d.é-e.b-b.a-a.r-R.qu-k.an-@.t-#)
débarque,debaRk%,(d-d.é-e.b-b.a-a.r-R.qu-k.e-%)
débarqué,debaRke,(d-d.é-e.b-b.a-a.r-R.qu-k.é-e)
débarqué,debaRke,(d-d.é-e.b-b.a-a.r-R.qu-k.é-e)
débarquement,debaRk%m@,(d-d.é-e.b-b.a-a.r-R.qu-k.e-%.m-m.en-@.t-#)
débarquent,debaRk%,(d-d.é-e.b-b.a-a.r-R.qu-k.e-%.n-#.t-#)
débarquer,debaRke,(d-d.é-e.b-b.a-a.r-R.qu-k.er-e)
débarquèrent,debaRkER,(d-d.é-e.b-b.a-a.r-R.qu-k.è-E.r-R.e-#.n-#.t-#)
débarqueront,debaRkR§,(d-d.é-e.b-b.a-a.r-R.qu-k.e-#.r-R.on-§.t-#)
débarqués,debaRke,(d-d.é-e.b-b.a-a.r-R.qu-k.é-e.s-#)
débarquez,debaRke,(d-d.é-e.b-b.a-a.r-R.qu-k.ez-e)
débarras,debaRa,(d-d.é-e.b-b.a-a.rr-R.a-a.s-#)
débarrassa,debaRasa,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.a-a)
débarrassai,debaRasE,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.ai-E)
débarrassait,debaRasE,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.ai-E.t-#)
débarrasse,debaRas,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.e-#)
débarrassé,debaRase,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.é-e)
débarrassée,debaRase,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.é-e.e-#)
débarrassent,debaRas,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.e-#.n-#.t-#)
débarrasser,debaRase,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.er-e)
débarrassera,debaRasRa,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.e-#.r-R.a-a)
débarrasserai,debaRasRE,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.e-#.r-R.ai-E)
débarrassés,debaRase,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.é-e.s-#)
débarrassez,debaRase,(d-d.é-e.b-b.a-a.rr-R.a-a.ss-s.ez-e)
débat,deba,(d-d.é-e.b-b.a-a.t-#)
débat,deba,(d-d.é-e.b-b.a-a.t-#)
débats,deba,(d-d.é-e.b-b.a-a.t-#.s-#)
débattait,debatE,(d-d.é-e.b-b.a-a.tt-t.ai-E.t-#)
débattant,debat@,(d-d.é-e.b-b.a-a.tt-t.an-@.t-#)
débattit,debati,(d-d.é-e.b-b.a-a.tt-t.i-i.t-#)
débattra,debatRa,(d-d.é-e.b-b.a-a.tt-t.r-R.a-a)
débattre,debatR%,(d-d.é-e.b-b.a-a.tt-t.r-R.e-%)
débattu,debaty,(d-d.é-e.b-b.a-a.tt-t.u-y)
débauchait,debOSE,(d-d.é-e.b-b.au-O.ch-S.ai-E.t-#)
debbie,debi,(d-d.e-e.bb-b.i-i.e-#)
débile,debil,(d-d.é-e.b-b.i-i.l-l.e-#)
débit,debi,(d-d.é-e.b-b.i-i.t-#)
débitaient,debitE,(d-d.é-e.b-b.i-i.t-t.ai-E.e-#.n-#.t-#)
débitants,debit@,(d-d.é-e.b-b.i-i.t-t.an-@.t-#.s-#)
débité,debite,(d-d.é-e.b-b.i-i.t-t.é-e)
débiter,debite,(d-d.é-e.b-b.i-i.t-t.er-e)
débits,debi,(d-d.é-e.b-b.i-i.t-#.s-#)
déblaiement,deblEm@,(d-d.é-e.b-b.l-l.ai-E.e-#.m-m.en-@.t-#)
déblayé,debleje,(d-d.é-e.b-b.l-l.ay-ej.é-e)
déblayer,debleje,(d-d.é-e.b-b.l-l.ay-ej.er-e)
débloque,deblok,(d-d.é-e.b-b.l-l.o-o.qu-k.e-#)
déboires,debwaR,(d-d.é-e.b-b.oi-wa.r-R.e-#.s-#)
déboisées,debwaze,(d-d.é-e.b-b.oi-wa.s-z.é-e.e-#.s-#)
déboisement,debwazm@,(d-d.é-e.b-b.oi-wa.s-z.e-#.m-m.en-@.t-#)
déboiser,debwaze,(d-d.é-e.b-b.oi-wa.s-z.er-e)
déboîtaient,debwatE,(d-d.é-e.b-b.oî-wa.t-t.ai-E.e-#.n-#.t-#)
débonnaire,debonER,(d-d.é-e.b-b.o-o.nn-n.ai-E.r-R.e-#)
déborda,deboRda,(d-d.é-e.b-b.o-o.r-R.d-d.a-a)
débordaient,deboRdE,(d-d.é-e.b-b.o-o.r-R.d-d.ai-E.e-#.n-#.t-#)
débordait,deboRdE,(d-d.é-e.b-b.o-o.r-R.d-d.ai-E.t-#)
débordant,deboRd@,(d-d.é-e.b-b.o-o.r-R.d-d.an-@.t-#)
débordant,deboRd@,(d-d.é-e.b-b.o-o.r-R.d-d.an-@.t-#)
débordante,deboRd@t,(d-d.é-e.b-b.o-o.r-R.d-d.an-@.t-t.e-#)
déborde,deboRd%,(d-d.é-e.b-b.o-o.r-R.d-d.e-%)
débordé,deboRde,(d-d.é-e.b-b.o-o.r-R.d-d.é-e)
débordement,deboRd%m@,(d-d.é-e.b-b.o-o.r-R.d-d.e-%.m-m.en-@.t-#)
débordent,deboRd%,(d-d.é-e.b-b.o-o.r-R.d-d.e-%.n-#.t-#)
déborder,deboRde,(d-d.é-e.b-b.o-o.r-R.d-d.er-e)
débordera,deboRd%Ra,(d-d.é-e.b-b.o-o.r-R.d-d.e-%.r-R.a-a)
déboucha,debuSa,(d-d.é-e.b-b.ou-u.ch-S.a-a)
débouchaient,debuSE,(d-d.é-e.b-b.ou-u.ch-S.ai-E.e-#.n-#.t-#)
débouchait,debuSE,(d-d.é-e.b-b.ou-u.ch-S.ai-E.t-#)
débouchant,debuS@,(d-d.é-e.b-b.ou-u.ch-S.an-@.t-#)
débouche,debuS,(d-d.é-e.b-b.ou-u.ch-S.e-#)
débouché,debuSe,(d-d.é-e.b-b.ou-u.ch-S.é-e)
débouchent,debuS,(d-d.é-e.b-b.ou-u.ch-S.e-#.n-#.t-#)
déboucher,debuSe,(d-d.é-e.b-b.ou-u.ch-S.er-e)
débouchèrent,debuSER,(d-d.é-e.b-b.ou-u.ch-S.è-E.r-R.e-#.n-#.t-#)
déboucheront,debuSR§,(d-d.é-e.b-b.ou-u.ch-S.e-#.r-R.on-§.t-#)
déboula,debula,(d-d.é-e.b-b.ou-u.l-l.a-a)
déboussolé,debusole,(d-d.é-e.b-b.ou-u.ss-s.o-o.l-l.é-e)
déboussolés,debusole,(d-d.é-e.b-b.ou-u.ss-s.o-o.l-l.é-e.s-#)
debout,d%bu,(d-d.e-%.b-b.ou-u.t-#)
déboutonna,debutona,(d-d.é-e.b-b.ou-u.t-t.o-o.nn-n.a-a)
déboutonne,debuton,(d-d.é-e.b-b.ou-u.t-t.o-o.nn-n.e-#)
déboutonné,debutone,(d-d.é-e.b-b.ou-u.t-t.o-o.nn-n.é-e)
déboutonner,debutone,(d-d.é-e.b-b.ou-u.t-t.o-o.nn-n.er-e)
débraillé,debRAje,(d-d.é-e.b-b.r-R.a-A.ill-j.é-e)
débranché,debR@Se,(d-d.é-e.b-b.r-R.an-@.ch-S.é-e)
débrancher,debR@Se,(d-d.é-e.b-b.r-R.an-@.ch-S.er-e)
débranchez,debR@Se,(d-d.é-e.b-b.r-R.an-@.ch-S.ez-e)
débris,debRi,(d-d.é-e.b-b.r-R.i-i.s-#)
débrouilla,debRuja,(d-d.é-e.b-b.r-R.ou-u.ill-j.a-a)
débrouillait,debRujE,(d-d.é-e.b-b.r-R.ou-u.ill-j.ai-E.t-#)
débrouillard,debRujaR,(d-d.é-e.b-b.r-R.ou-u.ill-j.a-a.r-R.d-#)
débrouillard,debRujaR,(d-d.é-e.b-b.r-R.ou-u.ill-j.a-a.r-R.d-#)
débrouillarde,debRujaRd%,(d-d.é-e.b-b.r-R.ou-u.ill-j.a-a.r-R.d-d.e-%)
débrouille,debRuj,(d-d.é-e.b-b.r-R.ou-u.ill-j.e-#)
débrouillé,debRuje,(d-d.é-e.b-b.r-R.ou-u.ill-j.é-e)
débrouillent,debRuj,(d-d.é-e.b-b.r-R.ou-u.ill-j.e-#.n-#.t-#)
débrouiller,debRuje,(d-d.é-e.b-b.r-R.ou-u.ill-j.er-e)
débrouillerais,debRujRE,(d-d.é-e.b-b.r-R.ou-u.ill-j.e-#.r-R.ai-E.s-#)
débrouillerait,debRujRE,(d-d.é-e.b-b.r-R.ou-u.ill-j.e-#.r-R.ai-E.t-#)
débrouilleras,debRujRa,(d-d.é-e.b-b.r-R.ou-u.ill-j.e-#.r-R.a-a.s-#)
débrouillez,debRuje,(d-d.é-e.b-b.r-R.ou-u.ill-j.ez-e)
débrouillons,debRuj§,(d-d.é-e.b-b.r-R.ou-u.ill-j.on-§.s-#)
débroussaillage,debRusajaZ,(d-d.é-e.b-b.r-R.ou-u.ss-s.a-a.ill-j.a-a.g-Z.e-#)
débroussailler,debRusaje,(d-d.é-e.b-b.r-R.ou-u.ss-s.a-a.ill-j.er-e)
débusquait,debyskE,(d-d.é-e.b-b.u-y.s-s.qu-k.ai-E.t-#)
débusque,debysk%,(d-d.é-e.b-b.u-y.s-s.qu-k.e-%)
débusquer,debyske,(d-d.é-e.b-b.u-y.s-s.qu-k.er-e)
début,deby,(d-d.é-e.b-b.u-y.t-#)
débuta,debyta,(d-d.é-e.b-b.u-y.t-t.a-a)
débutait,debytE,(d-d.é-e.b-b.u-y.t-t.ai-E.t-#)
débutant,debyt@,(d-d.é-e.b-b.u-y.t-t.an-@.t-#)
débutant,debyt@,(d-d.é-e.b-b.u-y.t-t.an-@.t-#)
débutante,debyt@t,(d-d.é-e.b-b.u-y.t-t.an-@.t-t.e-#)
débutants,debyt@,(d-d.é-e.b-b.u-y.t-t.an-@.t-#.s-#)
débutants,debyt@,(d-d.é-e.b-b.u-y.t-t.an-@.t-#.s-#)
débute,debyt,(d-d.é-e.b-b.u-y.t-t.e-#)
débuté,debyte,(d-d.é-e.b-b.u-y.t-t.é-e)
débutent,debyt,(d-d.é-e.b-b.u-y.t-t.e-#.n-#.t-#)
débuter,debyte,(d-d.é-e.b-b.u-y.t-t.er-e)
débutera,debytRa,(d-d.é-e.b-b.u-y.t-t.e-#.r-R.a-a)
débuts,deby,(d-d.é-e.b-b.u-y.t-#.s-#)
deçà,d%sa,(d-d.e-%.ç-s.à-a)
décacheta,dekaSta,(d-d.é-e.c-k.a-a.ch-S.e-#.t-t.a-a)
décagone,dekagon,(d-d.é-e.c-k.a-a.g-g.o-o.n-n.e-#)
décalage,dekalaZ,(d-d.é-e.c-k.a-a.l-l.a-a.g-Z.e-#)
décalages,dekalaZ,(d-d.é-e.c-k.a-a.l-l.a-a.g-Z.e-#.s-#)
décale,dekal,(d-d.é-e.c-k.a-a.l-l.e-#)
décalque,dekalk%,(d-d.é-e.c-k.a-a.l-l.qu-k.e-%)
décalque,dekalk%,(d-d.é-e.c-k.a-a.l-l.qu-k.e-%)
décalquées,dekalke,(d-d.é-e.c-k.a-a.l-l.qu-k.é-e.e-#.s-#)
décalquer,dekalke,(d-d.é-e.c-k.a-a.l-l.qu-k.er-e)
décalquez,dekalke,(d-d.é-e.c-k.a-a.l-l.qu-k.ez-e)
décampe,dek@p,(d-d.é-e.c-k.am-@.p-p.e-#)
décamper,dek@pe,(d-d.é-e.c-k.am-@.p-p.er-e)
décapant,dekap@,(d-d.é-e.c-k.a-a.p-p.an-@.t-#)
décapotable,dekapotabl%,(d-d.é-e.c-k.a-a.p-p.o-o.t-t.a-a.b-b.l-l.e-%)
décapotable,dekapotabl%,(d-d.é-e.c-k.a-a.p-p.o-o.t-t.a-a.b-b.l-l.e-%)
décapotables,dekapotabl%,(d-d.é-e.c-k.a-a.p-p.o-o.t-t.a-a.b-b.l-l.e-%.s-#)
décapotables,dekapotabl%,(d-d.é-e.c-k.a-a.p-p.o-o.t-t.a-a.b-b.l-l.e-%.s-#)
décapsuler,dekapsyle,(d-d.é-e.c-k.a-a.p-p.s-s.u-y.l-l.er-e)
décapsuleur,dekapsyl9R,(d-d.é-e.c-k.a-a.p-p.s-s.u-y.l-l.eu-9.r-R)
décapuchonna,dekapySona,(d-d.é-e.c-k.a-a.p-p.u-y.ch-S.o-o.nn-n.a-a)
décédé,desede,(d-d.é-e.c-s.é-e.d-d.é-e)
décédé,desede,(d-d.é-e.c-s.é-e.d-d.é-e)
décédée,desede,(d-d.é-e.c-s.é-e.d-d.é-e.e-#)
décéder,desede,(d-d.é-e.c-s.é-e.d-d.er-e)
décela,desla,(d-d.é-e.c-s.e-#.l-l.a-a)
décelait,deslE,(d-d.é-e.c-s.e-#.l-l.ai-E.t-#)
décelé,desle,(d-d.é-e.c-s.e-#.l-l.é-e)
déceler,desle,(d-d.é-e.c-s.e-#.l-l.er-e)
décelèrent,deslER,(d-d.é-e.c-s.e-#.l-l.è-E.r-R.e-#.n-#.t-#)
décembre,des@bR%,(d-d.é-e.c-s.em-@.b-b.r-R.e-%)
décemment,desam@,(d-d.é-e.c-s.emm-am.en-@.t-#)
décennies,deseni,(d-d.é-e.c-s.enn-en.i-i.e-#.s-#)
déception,desEpsj§,(d-d.é-e.c-s.e-E.p-p.t-s.i-j.on-§)
déceptions,desEpsj§,(d-d.é-e.c-s.e-E.p-p.t-s.i-j.on-§.s-#)
décerne,desERn%,(d-d.é-e.c-s.e-E.r-R.n-n.e-%)
décerner,desERne,(d-d.é-e.c-s.e-E.r-R.n-n.er-e)
décernés,desERne,(d-d.é-e.c-s.e-E.r-R.n-n.é-e.s-#)
décès,desE,(d-d.é-e.c-s.è-E.s-#)
décevant,dEsv@,(d-d.é-E.c-s.e-#.v-v.an-@.t-#)
décevante,dEsv@t,(d-d.é-E.c-s.e-#.v-v.an-@.t-t.e-#)
déchaîna,deSEna,(d-d.é-e.ch-S.aî-E.n-n.a-a)
déchaîne,deSEn,(d-d.é-e.ch-S.aî-E.n-n.e-#)
déchaîné,deSene,(d-d.é-e.ch-S.aî-e.n-n.é-e)
